,Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista,Afilição 1,Afilição 2,Afilição 3,Afilição 4,Afilição 5,Afilição 6,url
18,2016-08-12,Origem e evolução do Balanço Social no Brasil,"Atualmente, a mídia tem destacado as ""empresas-cidadãs"", ou seja, empresas responsáveis socialmente. Todos esses anos essas empresas publicam seus Balanços Sociais com o objetivo de prestar contas à sociedade e dar transparência dos seus projetos, benefícios e ações sociais dirigidas aos seus empregados, investidores, acionistas e à comunidade. A finalidade é estreitar os laços que a empresa mantém com a sociedade e meio ambiente. É marcante a importância que vem sendo dada a todos os assuntos relacionados ao Balanço Social, visto que várias pesquisas têm sido feitas sobre esse tema. Sendo assim, a finalidade desse trabalho é mostrar a origem desse demonstrativo até a sua publicação pelas empresas brasileiras. Para tanto, esse artigo trata da origem do Balanço Social no mundo, quando começou a ser publicado no Brasil, os modelos existentes, as leis e Projetos de Leis sobre o tema, bem como o órgão responsável por divulgar esse demonstrativo em nosso País. Assim, o trabalho faz um apanhado histórico do assunto, tornando-se uma fonte de pesquisa para todos aqueles que desejam conhecer esse tema.",,3,Caroline Miriã Fontes Martins,Denise Carneiro dos Reis Bernardo,Geová José Madeira,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/501,Revista Mineira de Contabilidade – RMC,,,,,,,
19,2016-08-10,"Demonstração do Valor Adicionado: Apenas mais uma demonstração contábil? Não, o verdadeiro Balanço Social","A Demonstração do Valor Adicionado não é apenas mais uma Demonstração Contábil, mas no mínimo complementar às demais demonstrações. Revelando a contribuição da empresa para o PIB – Produto Interno Bruto –, ela demonstra, em sua essência, a natureza social da empresa. Como ela não é ainda compulsoriamente exigida no Brasil, sendo, portanto, sua elaboração e divulgação facultativas, poucos ainda, tanto em nível do Profissional da Contabilidade bem como mesmo dos empresários, se deram conta do extremo significado de seu conteúdo. Veja-se que mesmo as empresas em situação de prejuízo geram e distribuem riqueza por meio das diversas participações. Divulgá-la deveria ser um orgulho e não uma obrigação. A DEMONSTRAÇÃO DO VALOR ADICIONADO é o verdadeiro Balanço Social.",,1,Paulo Cezar Consentino dos Santos,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/471,Revista Mineira de Contabilidade – RMC,,,,,,,
20,2016-08-18,Campanha FIA 2000 - A importância da participação do contabilista em benefício da criança e do adolescente,,,1,Janir Adir Moreira,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/567,Revista Mineira de Contabilidade – RMC,,,,,,,
22,2016-08-09,DEMONSTRAÇÃO DO VALOR ADICIONADO: A IMPORTÂNCIA DE CONHECER A ENTIDADE E SEU VALOR DE CONTRIBUIÇÃO NA SOCIEDADE,,,3,Valter Roberto da Silva,Marcelo Erédia de Souza,Esliane Carecho B. Silva,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/465,Revista Mineira de Contabilidade – RMC,,,,,,,
23,2016-02-03,Ações de responsabilidade social evidenciadas no balanço social: um estudo de caso,"Ações voluntárias por parte de empresas contribuem para uma sociedade mais justa e um ambiente mais limpo. O interesse pelos benefícios gerados não apenas para os proprietários das organizações é o conceito real de responsabilidade social. Diante disso, o objetivo geral deste trabalho é analisar o grau de comprometimento de ações de responsabilidade social da Companhia Energética de Minas Gerais – CEMIG tendo como parâmetro o valor patrimonial da empresa. A princípio, houve a necessidade de se discutir o conceito de Responsabilidade Social Empresarial (RSE) tanto do ponto de vista social quanto econômico. O entendimento desses conceitos é fator preponderante para avaliar ações e projetos de RSE desenvolvidos pela organização. Foram utilizados indicadores para determinar o grau de comprometimento da empresa para com a sociedade. Trata-se de pesquisa exploratória do tipo estudo de caso. Os dados foram coletados no próprio site da companhia, por meio dos relatórios publicados. O resultado obtido surgiu após estudos dos investimentos da instituição em seus investidores, empregados, fornecedores, sindicatos, associações empresariais, comunidades onde a empresa tem operações, governos locais, organizações sem fins lucrativos. Concluiu-se, assim, a necessidade de mais investimentos visto que o grau de poder da companhia é de grande dimensão e seu lucro totalmente superior à porcentagemdistribuída com o meio no qual está inserida",,2,Ana Carolina Silva Rocha,Elizabete Marinho Serra Negra,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/268,Revista Mineira de Contabilidade – RMC,,,,,,,
24,2015-09-18,Passivos intangíveis: uma discussão a respeito da sua evidenciação nas demonstrações contábeis,"O presente trabalho visa demonstrar como os passivos intangíveis são evidenciados nas demonstrações contábeis. Para isso, buscouse analisar com profundidade as demonstrações contábeis de todas as seis empresas siderúrgicas que publicam seus demonstrativos no site da Bolsa de Valores do Estado de São Paulo (Bovespa). Desse modo, utilizou-se a pesquisa documental e a bibliográfica. Paraa documental, a análise foi feita em Balanços Patrimoniais, Notas Explicativas, Relatórios da Diretoria e Balanço Social. Concluiu-se que, por falta de legislação específica, subjetividade do tema e/ou falta de conhecimento dos administradores, as empresas pouco divulgam os passivos intangíveis. Das que o fazem a maioria os utiliza indiretamente como forma de divulgar ativos intangíveis, ou seja, gerar um reflexo positivo, tanto no ambiente externo quanto interno.",,3,Bruno Cristiano Gomes,Carlos Alberto Serra Negra,Elizabete Marinho Serra Negra,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/185,Revista Mineira de Contabilidade – RMC,,,,,,,
25,2016-08-19,Nova lei das S.A.: O que muda e como ficam os balanços das empresas,,,1,Domingos Xavier Teixeira,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/579,Revista Mineira de Contabilidade – RMC,,,,,,,
26,2016-08-11,"Conceito, investimento e evidenciação do capital intelectual",,,2,Eliane Cristina de Campos,Mery Terezinha de Souza,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/488,Revista Mineira de Contabilidade – RMC,,,,,,,
27,2017-11-30,DIVULGAÇÃO DE ACIDENTES AMBIENTAIS NO BRASIL: UMA ANÁLISE A PARTIR DE NOTÍCIAS DE JORNAIS DE GRANDE CIRCULAÇÃO,"A pesquisa teve por objetivo analisar como as empresas que causaram impactos ambientais noticiados em jornais de grande circulação divulgam suas informações ambientais. Para isso, foram selecionadas empresas por meio de notícias relacionadas a esses acidentes publicadas nos jornais Folha de São Paulo e Valor Econômico. Das 1.180 notícias verificadas entre os anos de 2000 a 2015, 1.027 compuseram a amostra final. A divulgação das questões ambientais pelas empresas foi apurada por meio das Demonstrações Financeiras Padronizadas, Notas Explicativas, Relatórios de Sustentabilidade, Balanço Social, Formulário de Referência, Relato Integrado e Relatório da Administração. O estudo classifica-se como descritivo e qualitativo. Inicialmente, a amostra compôs-se de treze empresas, contudo, dadas as limitações de acesso aos relatórios, a amostra final resultou em seis empresas, sendo elas: Cemig, Chevron Corporation, Petrobras Transpetro, Petróleo Brasileiro, Samarco Mineração e Ultracargo (Grupo Ultra). Dos resultados, percebeu-se que a maioria das empresas não divulga de forma clara e completa suas informações relacionadas aos acidentes ambientais. As informações contidas nas notícias dos jornais não apresentaram contrapartida nos relatórios, por exemplo, os valores dos acidentes ambientais mencionados nas notícias. Observou-se que, exceto pela empresa Samarco, as demais companhias não apresentaram informações contundentes dos danos ambientais, limitando-se a citá-los ou divulgando informações positivas sobre a empresa, apesar de naquele ano ter ocorrido o acidente. O artigo contribui ao verificar o posicionamento das empresas em relação à opinião dos stakeholders.",,3,Luiza Marques Borges,Janaína da Silva Ferreira,Suliani Rover,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,https://revista.crcmg.org.br/rmc/article/view/709,Revista Mineira de Contabilidade – RMC,,,,,,,
29,2021-04-09,RELATO INTEGRADO E A DIVULGAÇÃO CORPORATIVA PARA A SUSTENTABILIDADE,"As empresas têm sofrido muita pressão de grupos de partes interessadas para que demonstrem responsabilidade corporativa, pelo menos, desde a década de 1970. Com base na definição de sustentabilidade do Triple Bottom Line, as entidades devem se preocupar com seus impactos e resultados sociais, ambientais e econômicos (Gray et al., 1996). Não é possível apenas que se preocupe com a maximização da riqueza dos sócios, a empresa normalmente utiliza mão de obra, recursos e causa impactos na comunidade, portanto, tem a responsabilidade de buscar impactos positivos à sociedade e ao meio ambiente (Moser & Martin, 2012). Diante dessa discussão, as organizações foram pressionadas a reportar suas ações e impactos de sustentabilidade. Essas divulgações passaram por diversos formatos, sempre com o direcionamento de apresentar transparência sobre suas atividades, seus riscos e resultados. No decorrer do tempo, houve discussões tanto no ambiente empresarial, quando no ambiente acadêmico sobre a qualidade das informações não financeiras apresentadas pelas entidades e sobre como aumentá-la (Moser & Martin, 2012).",,1,Elise Soerger Zaro,,,,,,,,,,,,https://revista.crcmg.org.br/rmc/article/view/1329,Revista Mineira de Contabilidade – RMC,,,,,,,
30,2020-12-23,A relação entre as variáveis macroeconômicas e o Ibovespa: Novas evidências para o Brasil,"O objetivo desta pesquisa é verificar a relação entre as variáveis macroeconômicas e o índice Ibovespa, no período de janeiro de 2000 a fevereiro de 2019. Para tanto, utiliza-se como metodologia a estimação de um modelo Vetor de Correção de Erros (VEC), a função impulso resposta e o teste de causalidade de Granger. Os resultados mostram que a taxa básica de juros está negativamente associada com o Ibovespa e possui causalidade no sentido de Granger, com um nível de significância de 10%, assim como uma relação positiva foi observada em relação à confiança dos agentes. O Produto Interno Bruto (PIB) não impactou positivamente o Ibovespa, diferentemente de outras aplicações empíricas, o que pode ser resultado do contexto macroeconômico do Brasil observado entre 2015 e 2019, de alta do mercado acionário ao meio de uma crise econômica. As estimativas mostraram também que as variáveis macroeconômicas respondem aos estímulos do mercado acionário, mostrando que o aumento deste possui impactos negativos no Câmbio e positivos no PIB e nas reservas internacionais. Conclui-se que o mercado de capitais é um provedor de recursos permanentes para a economia, uma vez que, a relação entre as variáveis macroeconômicas e o mercado acionário é estatisticamente significante. Dessa forma, este estudo contribui para a academia no sentido de identificar as melhores variáveis de controle nos modelos econométricos e pela determinação do Ibovespa como uma variável explicativa para o crescimento econômico dos países.",,5,Luan Vinicius Bernardelli,Murilo José Borges,Simone Leticia Raimundini Sanches,Eliane Cristina de Araujo Sbardellati,Gustavo Henrique Leite de Castro,,Universidade Estadual de Maringá,Faculdade Cidade Verde,Universidade Estadual de Maringá,Universidade Estadual de Maringá,Universidade de São Paulo,,https://revista.crcmg.org.br/rmc/article/view/1164,Revista Mineira de Contabilidade – RMC,,,,,,,
0,2019-05-24,Características Endógenas das Companhias Frente ao seu Nível de Disclosure Ambiental,"Objetivo: O presente artigo teve como objetivo identificar as características endógenas das companhias que explicam o nível de evidenciação das questões ambientais, sob a prática do disclosure ambiental, definido como um conjunto de métodos usados pelas entidades para divulgar suas ações com a natureza.Fundamento: Visando apresentar o que e como a empresa está se comportando em relação aos recursos naturais, as companhias demandam associar o interesse pela expansão e obtenção de lucros, à interação com o meio ambiente, sendo exigida, por seus stakeholders, maior transparência de suas ações empresariais.Método: A pesquisa desenvolveu-se por meio da análise dos Relatórios de Sustentabilidade, dos anos de 2010 e 2015, de 52 companhias, consideradas como as maiores em volume de vendas líquidas, pela Revista Exame – Edição Maiores e Melhores 2016. Foram formuladas três hipóteses e testadas a partir da Análise de Regressão com dados em painel, por meio do Modelo de Efeitos Aleatórios. Estas hipóteses englobam desempenho da empresa, potencial de poluição e índice de sustentabilidade empresarial.Resultados: A Análise de Regressão em Painel demonstrou que a variável Desempenho da Empresa (H1) se confirmou significativa a um nível de 1%, ou seja, o volume de vendas das companhias possui forte influência sobre o disclosure ambiental praticado pelas empresas investigadas. Conclui-se que os resultados da pesquisa corroboram com a Teoria da Divulgação, e ratificam os achados de outros estudos relacionados à temática.Contribuições: A investigação apontou a possibilidade classificação das empresas brasileiras potencialmente poluidoras, e examinar, além das DFPs. Além disso, como se dá a apresentação dos fatores que determinam a divulgação voluntária ambiental, a partir da análise de regressão em painel.",Disclosure. Meio Ambiente. Nível. Teoria da Divulgação. Características.,2,Rafael Crisostomo Alves,Luiz Roberto Calado,,,,,Centro Universitário Alves Faria,Centro Universitário Alves Faria,,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/40980,Revista Evidenciação Contábil,,,,,,,
1,2019-09-02,Maiores ONGs do Setor Ambiental: Uma Análise da Diversificação das Receitas,"Objetivo: Identificar o nível de diversificação de receitas das maiores Organizações Não Governamentais (ONGs) ambientais do mundo.Fundamento: A credibilidade é um aspecto fundamental para o setor das organizações sem fins lucrativos, pois um equívoco administrativo pode comprometer os fluxos de caixa futuros ou até mesmo decretar o fim da organização (Conway et al., 2015). Nesse sentido, a composição e o nível de diversificação das receitas dessas organizações estão relacionados com a continuidade destas.Método: O demonstrativo contábil que evidencia as receitas auferidas das 34 ONGs do setor ambiental, relativos aos anos de 2017, 2016 e 2015, foi analisado. As ONGs estrangeiras comumente divulgam essa informação no Statement of Activities. Por meio da análise dos tipos de receita, foram elaboradas quatro categorias agregadoras, a saber: “Receita Externa”, “Receita Própria”, “Investimento e Juros” e “Outros”. A Receita Externa, por possuir características específicas, foi subdividida em três grupos, a saber: Doação, Subvenção e Híbrido. As receitas auferidas pelas ONGs da amostra foram classificadas nas categorias elaboradas e mensurada a sua representatividade. Com o objetivo de medir o nível de diversificação, foi utilizado o indicador Hirschman–Herfindahl (HHI).Resultados: Os principais achados evidenciaram uma ampla dependência de receitas externas, oscilando em aproximadamente 90% em relação à receita total do conjunto de organizações. A Receita Própria apresentou representatividade de aproximadamente 8% no período, enquanto a soma dos valores classificados como Investimento e Juros e Outros completa os 2% restantes. Os resultados indicam que as ONGs analisadas não apresentaram receitas diversificadas, tendo em vista que a maioria destas não apresentou indicador HHI superior a 0,50. Este nível de diversificação está alinhado com aqueles sugeridos por Carroll e Stater (2009), e acima daqueles indicados por Shea e Wang (2016).Contribuições: Percebe-se a necessidade de classificação mais adequada das receitas, de maneira que as contas sejam dispostas de maneira mais analítica possível. Deste modo, receitas com origens distintas não estariam dispostas em conjunto. Ademais, o estudo contribui para o avanço da discussão sobre a transparência da ONGs a partir da análise de um dos seus demonstrativos.",ONGs. Statement of Activities. Evidenciação. Setor Ambiental,3,Fábio Minatto,Ernesto Fernando Rodrigues Vicente,José Alonso Borba,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/43673,Revista Evidenciação Contábil,,,,,,,
2,2016-08-24,Mudanças e Propostas Previstas no Relatório da Administração: Uma Análise sobre as Ocorrências em Períodos Subsequentes,"Essa pesquisa tem por objetivo verificar se as mudanças e propostas mencionadas nos Relatórios da Administração das empresas brasileiras de capital aberto são realizadas em períodos posteriores. A amostra da pesquisa foi composta pelos Relatórios da Administração das empresas que pertenciam ao Segmento de Construção Civil da BM&FBOVESPA em julho de 2015. Os Relatórios da Administração foram baixados do site da BM&FBOVESPA e o período de análise corresponde aos anos de 2010 a 2014. Foi adotada para organização dos dados a técnica de fichamento, com todas as propostas e mudanças previstas nos relatórios para todos os anos analisados, bem como a verificação de sua ocorrência ou justificativa pela não ocorrência. Dessa forma, destaca-se que a análise dos Relatórios de Administração foi realizada por meio da técnica de análise de conteúdo, a partir da qual foi possível constatar que a maioria das mudanças e propostas previstas pelas empresas foram realizadas em anos subsequentes, sendo que a maioria delas possui caráter apenas declarativo, ou seja, com ausência de valores monetários e quantitativos. Para análise qualitativa das propostas apresentadas no Relatório da Administração foi utilizado o quadro de nuvens de palavras feito por meio da ferramenta Tagxedo Creator, para cada ano analisado, demonstrando as palavras que mais se repetem nas propostas feitas pelos administradores. As palavras mais evidenciadas, de modo geral, nas sentenças que apresentam mudanças e propostas previstas pela administração nos relatórios foram: entregas, projetos e lançamentos. Isto significa que as principais propostas apresentas pelas empresas dizem respeito a prazos e quantidades de entregas dos produtos (empreendimentos).",Relatórios da Administração. Propostas Previstas. Setor de Construção Civil. Anos Subsequentes,2,Edimar Mendes Andrade,Josilene da Silva Barbosa,,,,,Faculdade de Ciências Integradas do Pontal da Universidade Federal de Uberlândia FACIP/UFU,Faculdade de Ciências Integradas do Pontal da Universidade Federal de Uberlândia,,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/27698,Revista Evidenciação Contábil,,,,,,,
3,2014-11-28,Análise do Nível de Evidenciação de Informações Ambientais Apresentado pelas Empresas que Exploram Atividades Agrícolas,"A preservação do meio ambiente tornou-se um tema de discussão recorrente no âmbito empresarial, onde contabilidade tem papel fundamental como ferramenta para divulgação das informações relacionadas ao consumo, preservação e recuperação de recursos naturais. Algumas atividades econômicas têm uma relação mais próxima com o meio ambiente. Isso ocorre, principalmente, quando as empresas desenvolvem a exploração de recursos naturais, como é o caso da atividade agropecuária. Neste sentido, esta pesquisa tem como objetivo verificar o nível de divulgação das informações ambientais das empresas abertas que exploram a atividade agropecuária. Utilizando metodologia de pesquisa descritiva, foi selecionada uma amostra de 19 empresas listadas na Comissão de Valores Mobiliários (CVM) que possuem, em seus relatórios contábeis, elementos classificados como ativos biológicos. Os resultados indicam que as empresas que exploram atividades agropecuárias apresentaram, em média, baixo nível de evidenciação ambiental. Apenas quatro empresas da amostra foram classificadas com nível médio de evidenciação, enquanto as demais se enquadram como baixo nível de evidenciação. Os indícios sugerem que entidades da amostra se utilizam da divulgação das informações ambientais mais como ação de legitimação do que com o objetivo de bem informar os usuários das informações.",Contabilidade Ambiental. Evidenciação. Relatórios Contábeis,4,Deisiane Alves Guimarães,Ilirio José Rech,Moisés Ferreira Cunha,Ivone Vieira Pereira,,,Universidade Federal de Uberlândia,Universidade Federal de Uberlândia,Universidade Federal de Goiás,Universidade de Rio Verde,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/20125,Revista Evidenciação Contábil,,,,,,,
4,2019-09-02,Avaliação de Desempenho na Gestão de Recursos Hídricos: Uma Revisão da Literatura,"Objetivo: Esta pesquisa objetiva mapear, na literatura científica internacional, características dos estudos que avaliem o desempenho da Gestão de Recursos Hídricos, de modo a contribuir para sua preservação no âmbito social, econômico e ambiental, para apontar oportunidades de futuras investigações.Fundamento: A compreensão de que o uso inadequado da água pode reduzir sua disponibilidade atual e de futuras gerações tem impulsionado formação e fortalecimento de medidas organizacionais em busca da maneira mais adequada para enfrentar esse desafio. À vista disso, a Avaliação de Desempenho é ferramenta útil para examinar a racionalidade do Sistema de Gestão de Recursos Hídricos e realizar sua utilização sustentável e eficiente.Método: Foi utilizado o instrumento de intervenção ProKnow-C para seleção e análise da literatura científica, formando um Portfólio Bibliográfico de 40 artigos.Resultados: Área é considerada emergente; falta consenso dos pesquisadores sobre o que são medidas e métricas; poucos trabalhos apresentam um Sistema completo de Avaliação de Desempenho; existem falhas no nível métrico nos artigos analisados, destacando o uso excessivo de métricas quantitativas para avaliar o desempenho.Contribuições: O artigo serve de incentivo para novas pesquisas sobre o tema, pois muito ainda deve ser aprimorado e estudado na área para promover uma gestão mais bem capacitada desse recurso indispensável para a vida.",Gestão de Recursos Hídricos. Avaliação de Desempenho. Métricas. Revisão da Literatura. ProKnow-C,3,Sara Meurer,Sandra Rolim Ensslin,Hans Michael van Bellen,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/44588,Revista Evidenciação Contábil,,,,,,,
5,2018-04-28,Evidenciação da Informação Contábil: uma Retrospectiva das Pesquisas Socializadas no Congresso ANPCONT,"Objetivo: Este estudo objetiva analisar as características das pesquisas sobre evidenciação contábil socializadas no Congresso ANPCONT no período de 2007 a 2016.Fundamento: A evidenciação contábil é uma das formas visadas de comunicação com os agentes de mercado. Nesse cenário, a pesquisa contábil enquanto prática de ordem social e institucional instiga desenvolver estudos que contribuam para uma maior confiabilidade nas informações divulgadas pelas empresas.Método: O processo de seleção dos trabalhos ocorreu em etapas sistemáticas e resultou em uma amostra de 90 trabalhos. Neles investigaram-se aspectos temporais, autoria, temática, enfoque teórico e metodológico, foco em informações obrigatórias ou voluntárias e uso da escala dicotômica para determinar o nível de evidenciação.Resultados: Os resultados evidenciam uma evolução temporal dos estudos sobre evidenciação contábil, e duas universidades se destacaram pelos pesquisadores com maior número de trabalhos apresentados neste evento. As teorias de base que prevaleceram são Teoria da Divulgação e Teoria da Agência. As temáticas mais destacadas são a evidenciação ambiental e social e a evidenciação das informações presentes nas demonstrações contábeis, com ênfase em atos regulatórios e normativos. Os procedimentos metodológicos mais utilizados circunscreveram-se à análise de conteúdo com uso de ferramentas estatísticas.Contribuições: Os achados evidenciam vieses de pesquisas sobre evidenciação contábil, além de fornecer insights sobre os mesmos. Reforçam, ainda, o papel que as universidades vêm desempenhando na geração de conhecimento e na busca por caminhos alternativos que demonstrem a relevância do acionista para o desenvolvimento organizacional, face à influência do normatizador nas temáticas investigadas.",Evidenciação da informação contábil. Trabalhos publicados. Congresso ANPCONT.,2,Iago Franca Lopes,Ilse Maria Beuren,,,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/36109,Revista Evidenciação Contábil,,,,,,,
6,2019-01-24,Variáveis Contingenciais e Sistemas de Controle Gerencial Predominantes em uma Rede de Supermercados do Brasil,"Objetivo: Identificar a percepção dos líderes em relação às variáveis contingenciais e os Sistemas de Controle Gerencial predominantes em uma rede de supermercados do Brasil.Fundamento: A Teoria da Contingência propõe que as estruturas organizacionais e os processos eficientes dependem do contexto da organização (Waterhouse & Tiessen, 1978), o que sugere que variáveis contingenciais, como o tamanho, ambiente, estrutura e outras, influenciam o desempenho e a utilização dos Sistemas de Controle Gerencial.Método: Trata-se de um estudo quantitativo com utilização da técnica de consenso, pesquisa descritiva e de levantamento, envolvendo uma amostra de 126 líderes, com cargos de diretores, gerentes, supervisores e outras funções com poder de decisão nos supermercados pesquisados.Resultados: Houve predominância da variável contingencial tecnologia, seguida da incerteza ambiental. Os gestores dos supermercados precisam estar atentos a novas tendências, a fim de agilizarem processos e diminuírem custos para serem capazes de fidelizar e atrair novos clientes. Os Sistemas de Controle Gerencial predominantes foram os controles formais. Esses sistemas englobam o orçamento tradicional e métodos de custeio que auxiliam na tomada de decisões.Contribuições: Por considerar que a Teoria da Contingência existe no contexto da mudança ambiental evolucionária, as organizações eficazes são aquelas capazes de adaptarem-se as variáveis ambientais (Wright, Kroll & Parnell, 2007). Estudos envolvendo a Teoria da Contingência se tornam relevantes ao explorar algumas variáveis contingenciais que impactam na gestão organizacional e consequentemente nos SCG, o que faz com que este estudo se torne relevante para a literatura.",Variáveis Contingenciais. Sistemas de Controle Gerencial. Supermercados.,3,Lara Fabiana Dallabona,Leonardo Tomasoni Nardelli,Ana Rita Venzon Fernandes,,,,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina,Universidade do Estado de Santa Catarina,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/37862,Revista Evidenciação Contábil,,,,,,,
7,2014-11-28,Logística Reversa: Análise Bibliométrica de Artigos Publicados em Periódicos Brasileiros no Período de 2003 a 2012,"O presente trabalho objetiva identificar a evolução das publicações sobre logística reversa nos periódicos nacionais qualificados como A1, A2, B1, B2, B3, B4 e B5 pela Coordenação de Aperfeiçoamento de Pessoal de Nível Superior (CAPES) no ano de 2012. Trata-se de um estudo bibliométrico com abordagem predominantemente quantitativa que teve como critério de seleção do extrato estabelecido no objetivo, os periódicos nacionais com publicações em meio eletrônico. De um universo de 872 periódicos nacionais de diversas áreas de estudo, 452 contém publicações, em meio eletrônico, com artigos científicos datados na década que abrange os anos de 2003 a 2012. Na busca, foram localizados 61 artigos em 36 periódicos diferentes. Dentre os resultados observa-se que as regiões sudeste e sul são as que concentram um maior número de publicação sobre o tema pesquisado, com 87% do total das publicações. Evidencia-se que 14 periódicos são responsáveis pela publicação de 64% dos artigos e que 29% das publicações se encontram em periódicos classificados como B3. No total de 170 autores identificados, 10 tiveram participação na produção de 46% dos artigos e 90% dos autores estão vinculados a alguma Instituição de Ensino Superior, concentrados principalmente na região sudeste do país. Observa-se uma forte correlação do tema com as questões ambientais, onde 5 das 10 palavras-chave que mais aparecem estão relacionadas à responsabilidade ambiental. Quanto à evolução do tema, observa-se que o número de autores e volume de artigos publicados tem evoluído, desde 2003, onde o ápice foi o ano de 2012, com 34 autores, e 11 publicações. Já a relação entre teoria e prática esteve presente em 60,5% dos artigos, com destaque para o setor industrial, com 19 aplicações, e o ramo de eletroeletrônicos, com 8 aplicações. O estudo contribui ao evidenciar, no contexto nacional, autores que servem de referência para a área, periódicos que publicam sobre o tema, temáticas pouco abordadas e o indicativo de que a área continua em expansão.",Logística Reversa. Bibliometria. Meio Ambiente. Sustentabilidade. Gestão Ambiental,3,Ferdinando David Valandro,Marcia Zanievicz Silva,Júlio César Silva,,,,Instituto Nacional de Pós,Universidade Regional de Blumenau,Universidade Regional de Blumenau,,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/16933,Revista Evidenciação Contábil,,,,,,,
8,2017-08-30,Relato integrado e o formato da informação financeira para evidenciar a criação de valor das empresas do Programa Piloto,"RESUMOObjetivo: Descrever forma e conteúdo de expressão das informações financeiras no Relato Integrado, nova modalidade de comunicação corporativa, com base nos princípios definidos no framework emitido pelo International Integrated Reporting Council, em 09/12/2013.Fundamento: Inovação na comunicação corporativa, esse é o propósito do Relato Integrado – RI ao conectar informações de seis capitais (financeiro, humano, intelectual, natural, manufaturado e de relacionamento) para construção do pensamento integrado, com foco na criação de valor pela empresa, no curto, médio e longo prazo e, ainda, em linguagem clara e concisa, conforme framework do RI.Método: Pesquisa documental, descritiva e de cunho qualitativo, com apoio do Software Nvivo 11, nos Relatos Integrados das empresas que participam do Programa Piloto [PP] no Brasil, nos anos de 2014 e 2015.Resultados: Foi constatado insuficiência no uso de alguns termos que fundamentam o RI e a informação financeira oriunda da contabilidade; mas, também, se identificou avanço no uso de linguagem visual em sintonia com os princípios da concisão, completude, comparabilidade e conectividade entre as informações financeiras e não financeiras.Contribuições:  ao meio acadêmico contribui com a abordagem interdisciplinar do Relato Integrado ao integrar a Administração, a Contabilidade e a Comunicação. Às empresas, contribuiu no desdobramento do framework do RI e na gestão ao mostrar a interface entre forma e conteúdo na evidenciação da criação de valor com pensamento integrado. Ao governo, contribui com a valorização da transparência no mercado de capitais, via linguagem visual para dar mais segurança a investidores, financiadores e sociedade em geral.",Relato integrado. Criação de valor. Informação financeira. Contabilidade.,4,Nadson Jaime Ferreira Alves,José Roberto Kassai,Edimilson Costa Lucas,Humberto Medrado Gomes Ferreira,,,Professor da Universidade Federal do Pará Doutorando em Administração pela Universidade de São Caetano do Sul,Universidade de São Paulo,Professor do programa de pós graduação em Administração da Universidade Municipal de São Caetano do Sul.,Doutorando em Administração da Universidade Municipal de São Caetano do Sul.,,,https://periodicos.ufpb.br/ojs2/index.php/recfin/article/view/34070,Revista Evidenciação Contábil,,,,,,,
