Data de Publicação,Título,Resumo,Palavras-chave,Qtd. de Autores,Autor 1,Autor 2,Autor 3,Autor 4,Autor 5,Autor 6,Afiliação 1,Afiliação 2,Afiliação 3,Afiliação 4,Afiliação 5,Afiliação 6,Url Artigo,Revista
2014-12-18,VARIABILIDADE DOS ÍNDICES DE ENDIVIDAMENTO EM RELAÇÃO À ADIÇÃO DOS PASSIVOS CONTINGENTES NA ESTRUTURA PATRIMONIAL DAS EMPRESAS LISTADAS NA BM&FBOVESPA,"O estudo objetiva analisar se há variabilidade nos índices de endividamento em relação à adição dos passivos contingentes no grupo do passivo não circulante das empresas listadas nos diferentes níveis de governança corporativa da BM&FBovespa nos períodos de 2010 e 2011. A pesquisa se caracteriza como descritiva e documental conduzida por meio de análise de conteúdo em notas explicativas. Quanto à abordagem do problema caracteriza-se como pesquisa quantitativa, com aplicação da estatística descritiva e Teste t para amostras emparelhadas. A pesquisa contemplou os seguintes índices de endividamento: Quantidade da Dívida, Qualidade da Dívida, Grau de Endividamento e Endividamento Geral. Os índices foram calculados sob duas circunstâncias, a primeira, conforme dados publicados no Balanço Patrimonial. A segunda tomou-se por base os valores dos passivos contingentes identificados nas notas explicativas. Na sequência os referidos valores foram adicionados ao grupo do passivo não circulante de cada empresa. Desta forma, possibilitou-se a análise da variabilidade dos índices de endividamento nas circunstâncias da evidenciação ou não dos passivos contingentes no Balanço Patrimonial das empresas. Os resultados demonstram diferenças estatísticas significativas da variabilidade dos quatro índices analisados. Apenas índice Grau de Endividamento no ano de 2010 não apresentou variabilidade estatística significativa. O Endividamento Geral apresentou menor correlação comparada aos demais, presume-se que não sofreu alterações significativas com adição dos passivos contingentes. Percebe-se, no entanto, que a assimetria informacional é relevante no que concerne a ausência da evidenciação contábil dos passivos contingentes no Balanço Patrimonial.",Indebtedness ratios. Contingent liabilities. Information asymmetry.,3,Jorge Eduardo Scarpin,Edson Roberto Macohon,Lara Fabiana Dallabona,,,,Universidade Federal do Paraná,Universidade Estadual do Centro-Oeste,Universidade Regional de Blumenau,,,,https://www.revistas.usp.br/rco/article/view/63286,Revista de Contabilidade e Organizações – RCO
2018-01-31,Características da estrutura organizacional dos clubes de futebol brasileiros: o que dizem os estatutos?,"Este estudo objetiva identificar as características da estrutura organizacional dos clubes profissionais de futebol no Brasil. A análise de conteúdo nos estatutos sociais de 17 clubes da “Série A” do Campeonato Brasileiro de 2016 identificou os órgãos e as funções atribuídas a cada um nos estatutos. Os órgãos presentes em todos os clubes são Assembleia Geral, Conselho Fiscal e Conselho Deliberativo. O desenho dos estatutos leva à interpretação de que o Conselho Deliberativo, pelas suas atribuições, tem influência sobre os demais órgãos, apesar de a Assembleia Geral ser mencionada como ‘soberana’. Os estatutos são omissos a respeito da responsabilidade financeira que prejudique o patrimônio, e também, sobre a definição da remuneração da Diretoria. Os estatutos, também, são omissos quanto ao estabelecimento da responsabilidade financeira, seja presente ou futura. Como implicações, as omissões ou lacunas estatutárias potencializam conflitos e podem afetar a interação de gestores, dirigentes e torcedores, prejudicando a gestão e a governança dos clubes brasileiros.",Clubes de futebol. Estatuto Social. Estrutura Organizacional.,4,Monique Cristiane de Oliveira,José Alonso Borba,Denize Demarche Minatti Ferreira,Rogério João Lunkes,,,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,https://www.revistas.usp.br/rco/article/view/134462,Revista de Contabilidade e Organizações – RCO
2017-09-29,A influência do canal de denúncia anônima na detecção de fraudes contábeis em organizações,"Este estudo tem por objetivo analisar a influência da presença de canais de denúncias anônimos, operados internamente, na decisão dos colaboradores das organizações em comunicar casos de fraudes contábeis. Foi conduzido um experimento de campo com 191 indivíduos que atuam com a função contabilidade em empresas brasileiras com fins lucrativos, em um dos dois vínculos de trabalho ‘efetivo e precário’. Os participantes foram distribuídos em dois grupos. Para o grupo de tratamento foi manipulado a presença e a forma do canal interno de denúncia anônimo. O experimento foi aplicado por questionário eletrônico e os resultados foram analisados com testes não paramétricos de comparações de médias. Os resultados indicam que a presença de um canal de denúncia anônimo operado internamente aumenta a intenção dos colaboradores com vinculo efetivo em relatar uma fraude contábil. Contudo a propensão dos indivíduos com vínculo precário em denunciar não é afetada.",Canal de denúncia interna. Fraudes contábeis. Controle Interno. Programa de Integridade. Compliance.,2,Gilson Rodrigues da Silva,Rossana Guerra de Sousa,,,,,Universidade Federal de Paraíba,,,,,,https://www.revistas.usp.br/rco/article/view/134372,Revista de Contabilidade e Organizações – RCO
2019-12-23,Gerenciamento de riscos à reputação no discurso dos relatórios corporativos da Samarco,"O objetivo desta pesquisa é investigar a influência do reputation risk management (RRM) sobre o disclosure de relatórios corporativos, em especial dos relatórios de sustentabilidade. Foram analisados os relatórios da mineradora Samarco – responsável pela barragem de Fundão, em Mariana, Minas Gerais, Brasil, objeto do acidente ocorrido em novembro de 2015.  O período avaliado foi 2010 a 2016, tendo o último relatório contemplado o desastre e seus impactos ambientais e sociais. A análise de conteúdo dos relatórios sugere uso dos relatórios socioambientais como instrumento de RRM por meio da análise de elementos de reputação selecionados e da aplicação de uma tipologia de restauração de imagem. Os achados contribuem para a compreensão dos determinantes do disclosure socioambiental, ampliando o espectro da teoria da legitimidade, agregando a componente reputação e o gerenciamento de riscos à reputação.",Reputation risk management. RRM. Legitimidade. Samarco,2,José Alex Nobrega de Oliveira,Yara Consuelo Cintra,,,,,Universidade Federal do Rio de Janeiro,Universidade Federal do Rio de Janeiro,,,,,https://www.revistas.usp.br/rco/article/view/158709,Revista de Contabilidade e Organizações – RCO
2020-05-08,Influência de fatores contingenciais no desempenho municipal: evidências inferenciais,"Este estudo analisa a influência de fatores contingenciais no desempenho de municípios ao longo de três mandatos governamentais. Consideram-se fatores contingenciais internos (liderança organizacional, estrutura e porte organizacional) e externo (ambiente). Os dados de 293 municípios, com 3.516 observações, relativos aos três últimos mandatos encerrados, foram analisados pela regressão de dados em painel. Os resultados revelaram influência significativa de fatores contingenciais no desempenho dos municípios. Os fatores ambiente (IDHM), liderança organizacional (idade do prefeito), estrutura (despesa de pessoal per capita) e porte organizacional (densidade populacional) influenciaram positivamente o desempenho municipal (receita corrente líquida per capita). A relação positiva e significativa entre estrutura e desempenho municipal indica que o corte de gastos com pessoal nos municípios estudados não aumentará seu desempenho. Para as variáveis de controle, destaca-se que nos municípios em que o partido do prefeito é o mesmo do governador há maior possibilidade de obtenção de recursos. As demais variáveis de controle atreladas às características do prefeito não obtiveram significância estatística. Assim, a reeleição do prefeito e sua direção partidária não influenciaram no desempenho municipal.",Teoria da Contingência. Fatores contingenciais. Desempenho municipal,3,Filipy Furtado Sell,Ilse Maria Beuren,Carlos Eduardo Facin Lavarda,,,,Universidade Federal do Pará,Universidade Federal de Santa Catarina,Universidade Federal de Santa Catarina,,,,https://www.revistas.usp.br/rco/article/view/164058,Revista de Contabilidade e Organizações – RCO
2013-08-07,CORPORATE SOCIAL REPORTING PRACTICES OF FRENCH AND BRAZILIAN COMPANIES: A COMPARISON BASED ON INSTITUTIONAL THEORY,"The objective of this study is to determine whether or not social information disclosure practices of the top 15 Brazilian and top 15 French companies listed in the Forbes global ranking differ due to company size, country of origin, using the 16 indicators of the United Nations publication ‛Guidance on Corporate Responsibility Indicators in Annual Reports’ as benchmark. The empirical evidence is further analyzed using Institutional Theory as support. The study is based on a literature review and documents issued by the companies in the selected sample. The methodology is exploratory, quantitative and qualitative. The results revealed that disclosure practices by companies in both countries are similar, with no statistical significance connected to company size or country of origin. This result can further be explained by institutionalism in each country, a key featured that made it possible to use Institutional Theory as an important support to the main empirical results of the study",,3,Marcelle Colares Oliveira,João Ésio Ponte Junior,Oderlene Veira Oliveira,,,,Universidade Federal do Ceará,FAMETRO,Universidade de Fortaleza,,,,https://www.revistas.usp.br/rco/article/view/55427,Revista de Contabilidade e Organizações – RCO
2019-04-24,Análise do relatório de guidance em empresas investigadas pela Polícia Federal: exame sob a perspectiva do gerenciamento de impressões,"Analisamos se as investigações de fraudes feitas pela Polícia Federal em três operações recentes geraram algum efeito na divulgação de informações prospectivas das empresas denunciadas. As operações Carne Fraca, Lava Jato e Zelotes poderiam alterar o gerenciamento de impressões nas informações prospectivas reportadas pelas empresas. Ponderamos o conteúdo dos chamados relatórios de guidance das empresas investigadas nessas operações entre 2010 a 2017, incluindo informações financeiras, operacionais e de investimentos. O período de análise coincide com o início da divulgação do relatório anual de guidance em 2010 pelas empresas listadas na Brasil Bolsa Balcão (B3). Os resultados mostram que o padrão de divulgação (tom mais positivo ou mais negativo) varia entre as empresas investigadas, indo desde uma rápida retomada do otimismo, até a descontinuidade do relatório.",Guidance. Gerenciamento de Impressões. Polícia Federal,3,Vagner Alves Arantes,Ivonaldo Brandani Gusmão,Mayla Cristina Costa,,,,Universidade Federal de Viçosa,Universidade Estadual do Centro-Oeste,Universidade Federal do Paraná,,,,https://www.revistas.usp.br/rco/article/view/148176,Revista de Contabilidade e Organizações – RCO
2018-08-27,Por que as empresas realizam aquisições com frequência?,"Apesar da relevância das aquisições frequentes como um programa estratégico corporativo, sabe-se pouco sobre os motivos de sua ocorrência. Os estudos focam na identificação dos fatores que determinam a primeira aquisição, desconsiderando que as empresas podem se envolver em sucessivos eventos. Para preencher essa lacuna, este estudo identifica os motivos que levam as empresas a se tornarem adquirentes frequentes, comparando com o que já se sabe sobre as motivações para realização da primeira aquisição. Por meio de Regressões Logísticas e de Poisson, identificamos que os preditores da primeira aquisição contribuem para explicar a frequência desses eventos. Ainda, a frequência de aquisições pode ser vista como uma estratégia para manter a competitividade da empresa, cujo principal propulsor é o auto interesse dos principais executivos.",,2,Daiana Paula Pimenta,Rafael Barreiros Porto,,,,,Universidade Federal de Goiás,Universidade de Brasília,,,,,https://www.revistas.usp.br/rco/article/view/143279,Revista de Contabilidade e Organizações – RCO
2021-05-20,Gaps de entendimento: construindo significados da responsabilidade social corporativa na mineração de agregados,"Analisamos como o significado é atribuído à responsabilidade social corporativa (RSC) por atores de mercado, governo e sociedade civil envolvidos na mineração agregada em São Paulo. O estudo se concentra nesse setor por ser uma atividade de impactos negativos notórios. Os interesses divergentes entre esses atores formaram um cenário bastante conturbado, no qual a RSC é apresentada como fundamental para reduzir os aspectos negativos e os conflitos entre os representantes da sociedade causados ​​pela mineração. Pouca atenção tem sido dada na relação entre significados da formação de indivíduos em RSC e práticas de RSC no setor de mineração situado em uma área urbana nos países em desenvolvimento. Por meio de um estudo de caso qualitativo, foram realizadas 58 entrevistas com integrantes da sociedade civil, do Estado e do mercado. Análise de documentos e observação foram técnicas utilizadas como complementares às entrevistas. Os achados deste artigo revelaram três entendimentos sobre a RSC entre os grupos da sociedade estudados: voluntário, ambiental e social. Com base na relação entre esses entendimentos, percebemos um padrão na formação do processo de como os atores dão sentido ao termo.",Responsabilidade social corporativa. Mineração agregada. Mercado. Estado. Sociedade civil,2,Renata Cherém de Araújo Pereira,Amon Barros,,,,,Universidade de São Paulo,Fundação Getúlio Vargas,,,,,https://www.revistas.usp.br/rco/article/view/170793,Revista de Contabilidade e Organizações – RCO
2019-05-24,"Riqueza mineral, instituições fracas e clientelismo: a maldição dos recursos naturais nos governos locais","Este artigo analisa o papel das instituições na relação entre a receita de royalties, decorrente da riqueza mineral existente no município, e a probabilidade de uso dessa receita para ações clientelistas. Analisamos, para o período de 2013 a 2016, se os prefeitos dos municípios de Minas Gerais utilizaram os royalties da mineração para criar posições de trabalho nas prefeituras e distribuir gratuitamente materiais, bens e serviços. Adicionalmente, analisamos se a possibilidade de reeleição dos prefeitos ou a transparência do gasto público interferiram na propensão a esta prática. As evidências indicam que existe uma forte associação entre uma maior receita de royalties com um desproporcional número de cargos comissionados. A transparência dos gastos públicos não reduz esse efeito, que ainda é agravado pela possibilidade de os prefeitos se candidatarem à reeleição.",Recursos naturais. Instituições. Clientelismo,2,Alexandre de Cássio Rodrigues,Suzana Braga Rodrigues,,,,,Universidade FUMEC,Universidade FUMEC,,,,,https://www.revistas.usp.br/rco/article/view/153089,Revista de Contabilidade e Organizações – RCO
2013-07-10,A DIVULGAÇÃO VOLUNTÁRIA DE INFORMAÇÕES SUSTENTÁVEIS: UMA ANÁLISE COMPARATIVA DAS EMPRESAS ESPANHOLAS E BRASILEIRAS,"A importância atual da sustentabilidade no campo corporativo tem tornado as práticas de RSC um aspecto fundamental para obter legitimidade social e satisfazer as expectativas sociais. Nesse contexto, a divulgação é considerada como uma ferramenta para informar as partes interessadas sobre as atividades desenvolvidas e alcançar assim a conformidade social. No entanto, os diferentes contextos econômicos e sociais podem levar a diferenças tanto nas práticas e na divulgação, de acordo com a Teoria Institucional. Este estudo centra-se nas diferenças potenciais que podem surgir entre as empresas do Brasil e da Espanha, sobre a divulgação de informação sobre RSC. Além disso, analisa-se a influência de alguns fatores sobre a divulgação, tais como o tamanho das empresas, lucratividade e oportunidades de crescimento. Nossa evidência está em linha com a Teoria Institucional, constatando-se diferenças significativas entre as empresas brasileiras e espanholas, assim como para a divulgação de práticas de RSC. Nossos resultados, ainda, reforçam o papel desempenhado pela visibilidade pública no desenvolvimento de alta qualidade informacional.",CSR. Institutional Theory. Brazil. Spain. GRI.',5,Marta Cristina P. Grecco,Marco Antonio F. M. Filho,Liliane C. Segura,Isabel-Maria G. Sanchez,Luis R. Dominguez,,Universidade Presbiteriana Mackenzie,Universidade Presbiteriana Mackenzie,Universidade Presbiteriana Mackenzie,Facultad de Economía y Empresa,Facultad de Economía y Empresa,,https://www.revistas.usp.br/rco/article/view/56690,Revista de Contabilidade e Organizações – RCO
2013-08-07,CORPORATE SOCIAL REPORTING PRACTICES OF FRENCH AND BRAZILIAN COMPANIES: A COMPARISON BASED ON INSTITUTIONAL THEORY,"The objective of this study is to determine whether or not social information disclosure practices of the top 15 Brazilian and top 15 French companies listed in the Forbes global ranking differ due to company size, country of origin, using the 16 indicators of the United Nations publication ‛Guidance on Corporate Responsibility Indicators in Annual Reports’ as benchmark. The empirical evidence is further analyzed using Institutional Theory as support. The study is based on a literature review and documents issued by the companies in the selected sample. The methodology is exploratory, quantitative and qualitative. The results revealed that disclosure practices by companies in both countries are similar, with no statistical significance connected to company size or country of origin. This result can further be explained by institutionalism in each country, a key featured that made it possible to use Institutional Theory as an important support to the main empirical results of the study",,3,Marcelle Colares Oliveira,João Ésio Ponte Junior,Oderlene Veira Oliveira,,,,Universidade Federal do Ceará,FAMETRO,Universidade de Fortaleza,,,,https://www.revistas.usp.br/rco/article/view/55427,Revista de Contabilidade e Organizações – RCO
2013-07-10,ANÁLISE DA DIVULGAÇÃO DE INFORMAÇÕES SOBRE INVESTIMENTOS SOCIAIS POR EMPRESAS QUE SE DECLARAM SOCIALMENTE RESPONSÁVEIS,"O tema desta pesquisa é o disclosure social, ou seja, a divulgação voluntária de informações que envolvem comunidade, meio ambiente, funcionários e clientes. Para este trabalho, optou-se pelo foco nas comunidades, isto é, serão estudados os investimentos realizados pelas empresas em projetos de caráter social. De acordo com a teoria da divulgação voluntária, há ansiedade para publicação de boas notícias, mas resistência à divulgação de más notícias. O objetivo deste trabalho é analisar a divulgação de informações sobre os investimentos sociais realizados por empresas que se declaram sustentáveis. Para tanto, foi realizado um estudo empírico em 31 empresas pertencentes à carteira do Índice de Sustentabilidade Empresarial (ISE) com a utilização da análise de conteúdo da parte de envolvimento com a comunidade dos relatórios divulgados. Os resultados mostraram: nenhuma empresa deixou de informar, totalmente, o objetivo de seus projetos; poucas empresas divulgaram o destino do investimento em todos os projetos; frequentemente não fica claro o sacrifício realizado pela empresa; há pouquíssima informação sobre o uso de incentivos fiscais. Percebeu-se que informações com impacto positivo mais imediato são mais divulgadas.",,2,Carolina Pasquini Novelini,Mariana Simões Ferraz do Amaral Fregonesi,,,,,Universidade de São Paulo,Universidade de São Paulo,,,,,https://www.revistas.usp.br/rco/article/view/56695,Revista de Contabilidade e Organizações – RCO
2014-04-17,DISTRIBUIÇÃO DE VALOR ADICIONADO E INTANGIBILIDADE: UMA ANÁLISE EM EMPRESAS BRASILEIRAS,"O estudo objetivou analisar a relação entre distribuição de valor adicionado e nível de intangibilidade em empresas brasileiras listadas na BM&FBOVESPA. Para tal, realizou-se pesquisa descritiva, documental e quantitativa em uma amostra composta por 50 companhias dos diversos setores econômicos, com dados referentes ao exercício de 2011. Os resultados revelaram grandes desigualdades nos valores investidos em ativos intangíveis entre os setores. O setor econômico de petróleo, gás e biocombustíveis apresentou a maior média e a empresa que individualmente possuía o maior valor investido em intangíveis, destacando-se também em relação ao valor adicionado distribuído. As empresas listadas em níveis de governança corporativa considerados inferiores apresentaram maiores valores de ativos intangíveis e distribuíram quantidades maiores de valor adicionado. Os resultados obtidos permitiram concluir que, dentre as empresas analisadas, aquelas que possuíam maiores valores investidos em ativos intangíveis distribuíram maiores quantidades de valor adicionado.",Distribuição do valor adicionado. Ativos intangíveis. Empresas brasileiras listadas na BM&FBOVESPA.,3,Sady Mazzioni,Geovanne Dias de Moura,Nelson Hein,,,,Universidade Comunitária da Região de Chapecó,Universidade Regional de Blumenau,Universidade Regional de Blumenau,,,,https://www.revistas.usp.br/rco/article/view/55586,Revista de Contabilidade e Organizações – RCO
2018-01-31,Narcisismo: estudantes de contabilidade estão usando seu narcisimo para melhorar o desempenho?,"O objetivo dessa pesquisa foi identificar se traços não patológicos de personalidade narcisista em estudantes de graduação de um curso de Ciências Contábeis estariam relacionados com o desempenho desses alunos. Estudantes que superestimam seu desempenho, uma característica de indivíduos narcisistas, vivem uma expectativa não realista que irão ter melhor desempenho que outros em diferentes atividades. Esse comportamento pode ser prejudicial no longo prazo, além de resultar em um constante esforço para que esta expectativa se torne realidade. Os dados foram coletados de uma amostra de 106 alunos de graduação em contabilidade que responderam um questionário contendo questões sobre traços de personalidade narcisista. Os resultados sugerem que quanto maior a presença desses traços narcisitas maiores as chances do desempenho atribuído pelo próprio estudante ser maior. Ao mesmo tempo, o nascisismo não influencia o desempenho real do aluno,o que sugere que esses traços de personalidade incluenciam apenas as expectativas, mas não o processo de aprendizado.",Narcisismo. Desempenho acadêmico. Educação em Contabilidade. Inventário de Personalidade Narcisista.,3,Gerlando Augusto Sampaio Franco de Lima,Bruna Camargos Avelino,Jacqueline Veneroso Alves da Cunha,,,,University of Illinois at Urbana-Champaign,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,,,,https://www.revistas.usp.br/rco/article/view/137775,Revista de Contabilidade e Organizações – RCO
2012-04-01,A efetividade dos ciclos políticos nos municípios brasileiros: Um enfoque contábil,"Com base nas teorias de ciclos políticos, este artigo tem o objetivo de demonstrar de que forma os indicadores contábeis podem estar relacionados ao comportamento “oportunista” dosgovernantes, entendido como aquele que é direcionado à sua permanência no poder ou a de seus aliados políticos. Partiu-se de uma amostra de 3.404 municípios brasileiros abrangendo os mandatos de Prefeito findos em 2000, 2004 e 2008. Os resultados apontaram efeitos significativos nas seguintes variáveis: i) A elevação do Resultado Orçamentário e do Resultado Orçamentário Corrente em anos eleitorais reduz a probabilidade de recondução; ii) A geração de caixa em anos eleitorais e pós-eleitorais eleva a probabilidade de recondução; iii) A elevação do resultado financeiro apurado no balanço patrimonial em anos pré-eleitorais impacta positivamente nas chances de recondução; e iv) O aumento das despesas de investimentos eleva a probabilidade de recondução. Diante dos resultados, conforme o esperado, a assimetria informacional exerce uma influência significativa nos ciclos políticos, fazendo com que, para permanecer no poder, os governantes se aproveitem de uma possível falta de racionalidade do eleitor, incapaz de antever comportamentos “oportunistas”.",Contabilidade Pública. Ciclos Políticos. Teoria da Escolha Pública.,2,Ernesto Fernando Rodrigues Vicente,Leonardo Silveira do Nascimento,,,,,Universidade Federal de Santa Catarina – UFSC,Secretaria do Tesouro Nacional,,,,,https://www.revistas.usp.br/rco/article/view/45402,Revista de Contabilidade e Organizações – RCO
2013-07-30,PESQUISA EM CONTABILIDADE SOCIAL COMO SE O MUNDO IMPORTASSE UM ENSAIO SOBRE POSTALGIA E UM NOVO ABSURDISMO,"O objetivo deste ensaio é oferecer uma autocrítica reflexiva sobre a ‘comunidade da contabilidade social’. O público-alvo é a comunidade acadêmica dos contadores com atividades na área de contabilidade social. O principal enfoque desta ‘comunidade’ é nas revistas contábeis de língua inglesa e nas práticas sociais e ambientais das maiores organizações do setor privado. Este ensaio foi motivado por uma preocupação com as nossas responsabilidades como acadêmicos em um mundo em crise e a perda de energia da contabilidade social e seu entusiasmo revolucionário. Os esforços dessa comunidade na área da contabilidade social têm sido realizados em um contexto de quase total negligência às atividades e aos desenvolvimentos nas comunidades não-contábeis, e particularmente nos setores público e de serviços. O ensaio vai ao encontro do trabalho e da literatura no setor público e organizações não-governamentais para ilustrar uma das maneiras em que ‘nossa’ contabilidade social pode tentar para evitar se tornar moribunda.",,3,Rob Gray,Jesse Dillard,Crawford Spence,,,,,,,,,,https://www.revistas.usp.br/rco/article/view/59345,Revista de Contabilidade e Organizações – RCO
2019-12-04,Planejamento tributário via BCUCC: Outros Resultados Abrangentes como via indireta do goodwill interno,"Este artigo tem o propósito de analisar, sob uma abordagem normativa, um arranjo de operação de BCUCC observado recentemente no mercado brasileiro. Através de um exemplo ilustrativo, exploram-se os efeitos fiscais do ágio gerado internamente por via indireta: através do PL das companhias com base na rubrica de Outros Resultados Abrangentes - ORA. São apresentados também números envolvendo o caso concreto de uma companhia que foi reestruturada com base em referida BCUCC.",BCUCC. Ágio interno,1,Jorge Vieira da Costa Junior,,,,,,Universidade Federal Fluminense,,,,,,https://www.revistas.usp.br/rco/article/view/164429,Revista de Contabilidade e Organizações – RCO
2014-12-18,VARIABILIDADE DOS ÍNDICES DE ENDIVIDAMENTO EM RELAÇÃO À ADIÇÃO DOS PASSIVOS CONTINGENTES NA ESTRUTURA PATRIMONIAL DAS EMPRESAS LISTADAS NA BM&FBOVESPA,"O estudo objetiva analisar se há variabilidade nos índices de endividamento em relação à adição dos passivos contingentes no grupo do passivo não circulante das empresas listadas nos diferentes níveis de governança corporativa da BM&FBovespa nos períodos de 2010 e 2011. A pesquisa se caracteriza como descritiva e documental conduzida por meio de análise de conteúdo em notas explicativas. Quanto à abordagem do problema caracteriza-se como pesquisa quantitativa, com aplicação da estatística descritiva e Teste t para amostras emparelhadas. A pesquisa contemplou os seguintes índices de endividamento: Quantidade da Dívida, Qualidade da Dívida, Grau de Endividamento e Endividamento Geral. Os índices foram calculados sob duas circunstâncias, a primeira, conforme dados publicados no Balanço Patrimonial. A segunda tomou-se por base os valores dos passivos contingentes identificados nas notas explicativas. Na sequência os referidos valores foram adicionados ao grupo do passivo não circulante de cada empresa. Desta forma, possibilitou-se a análise da variabilidade dos índices de endividamento nas circunstâncias da evidenciação ou não dos passivos contingentes no Balanço Patrimonial das empresas. Os resultados demonstram diferenças estatísticas significativas da variabilidade dos quatro índices analisados. Apenas índice Grau de Endividamento no ano de 2010 não apresentou variabilidade estatística significativa. O Endividamento Geral apresentou menor correlação comparada aos demais, presume-se que não sofreu alterações significativas com adição dos passivos contingentes. Percebe-se, no entanto, que a assimetria informacional é relevante no que concerne a ausência da evidenciação contábil dos passivos contingentes no Balanço Patrimonial.",Indebtedness ratios. Contingent liabilities. Information asymmetry.,3,Jorge Eduardo Scarpin,Edson Roberto Macohon,Lara Fabiana Dallabona,,,,Universidade Federal do Paraná,Universidade Estadual do Centro-Oeste,Universidade Regional de Blumenau,,,,https://www.revistas.usp.br/rco/article/view/63286,Revista de Contabilidade e Organizações – RCO
2012-04-01,Evidenciação de ativos intangíveis: Estudo empírico em companhias abertas,"O objetivo do presente estudo consiste em apresentar um índice de evidenciação de informações compulsórias sobre ativos intangíveis de empresas listadas no Ibovespa, referente ao exercício de 2010, observando os critérios de reconhecimento, mensuração e registro destes ativos conforme especificações do CPC 04 (R1), além de verificar se existe relação entre o índice e o tamanho das empresas, o setor em que estas estão inseridas e a quantidade de anos de constituição das companhias. No que concerne ao índice de evidenciação, optou-se por construir um índice próprio, a partir dos dados estruturados na pesquisa de Moura et al. (2011), baseados nas especificações do CPC 04 (R1). Os resultados mostraram que a empresa COPEL apresentou o maior índice de evidenciação de ativos intangíveis (88%), porém, nenhuma das companhias analisadas cumpriu integralmente o que é determinado pelo CPC 04 (R1) em termos de evidenciação compulsória. Além disso, constatou-se que existe relação entre os índices de evidenciação e a variável independente tamanho, relação esta não verificada quando se analisa os anos de constituição das empresas. Em relação ao setor de atuação, não se verificou, na amostra analisada, que empresas inseridas em setores sensíveis tendem a apresentar maiores índices de evidenciação.",Evidenciação. Ativos Intangíveis. CPC 04.,3,Bruna Camargos Avelino,Laura Edith Taboada Pinheiro,Wagner Moura Lamounier,,,,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,Universidade Federal de Minas Gerais,,,,https://www.revistas.usp.br/rco/article/view/45399,Revista de Contabilidade e Organizações – RCO
2016-08-29,A SISTEMATIZAÇÃO DAS NORMAS CONTÁBEIS NO ORDENAMENTO JURÍDICO BRASILEIRO,"O presente estudo tem por objeto a normatização contábil no ordenamento jurídico brasileiro. Busca-se apresentar os veículos introdutores de normas contábeis, os critérios de solução de conflitos e, principalmente, delinear os contornos do exercício da competência normativa pelos órgãos e entidades pertencentes à administração pública em matéria contábil. Trata-se de uma proposta de sistematização da complexa teia normativa que versa sobre temas contábeis, composta por normas constitucionais, legais e infralegais. Através da análise do arcabouço normativo, conclui-se pela necessidade de uma releitura do princípio da legalidade, sob o enfoque do princípio da eficiência, para reconhecer um amplo campo de competência normativa aos órgãos e entidades pertencentes à administração pública, para estabelecer normas que tenham como objeto a evidenciação, mensuração e registro das operações, eventos e fatos econômicos.",Legalidade. eficiência técnica. sistematização,2,Rogério Dias Correia,Fábio Moraes da Costa,,,,,Fucape Business School,,,,,,https://www.revistas.usp.br/rco/article/view/110553,Revista de Contabilidade e Organizações – RCO
2016-12-21,A INFLAÇÃO ESTÁ CONTROLADA E NÃO GERA IMPACTO NAS DECISÕES EMPRESARIAIS. SERÁ?,"Este caso para ensino apresenta uma situação na qual o leitor é levado a refletir sobre o impacto da inflação nas Demonstrações Contábeis. O personagem central do caso em questão é Antônio Morais, um empresário de sucesso, que ao adquirir uma empresa de médio porte, logo tratou de “conhecer” seu novo empreendimento, iniciando com análises detalhadas nas Demonstrações Contábeis, assim como reuniões pontuais com o departamento contábil para esclarecimentos adicionais. Antônio entendia que havia espaço para expandir ainda mais seu novo negócio, mas para isso, precisava de informações seguras que subsidiassem suas decisões. O gestor, decide então, contratar uma Auditoria Independente para analisar as Demonstrações Contábeis da empresa, e recebe um relatório preliminar do Auditor, afirmando não contemplarem, por meio da correção monetária, os efeitos da perda de poder de compra da moeda do país (inflação). O caso busca propiciar uma reflexão quanto aos impactos da inflação nas Demonstrações Contábeis, promovendo assim a oportunidade de explorar conceitos e correlacioná-los com a prática. Este trabalho pode ser utilizado nos cursos de graduação em Administração e Ciências Contábeis, especificamente nas disciplinas de Contabilidade Societária, Análise das Demonstrações Contábeis e Administração Financeira.",Correção Monetária. Inflação. Tomada de Decisão. Demonstrações Contábeis.,4,Zilton Bartolomeu Martins,Marisa Luciana Schvabe de Morais,Helena Wollinger,Janypher Marcela Inácio Soares,,,Universidade do Vale do Itajaí,Universidade do Vale do Itajaí,Universidade do Vale do Itajaí,Universidade do Vale do Itajaí,,,https://www.revistas.usp.br/rco/article/view/121940,Revista de Contabilidade e Organizações – RCO
